ds,y,yhat,yhat_lower,yhat_upper,residual,residual_pct,z_score,is_anomaly,severity,anomaly_type
2010-01-01,6,-2.6112240064853536,-16.268197091354182,11.854193452576071,8.611224006485354,-534.452315247553,1.110097415910629,False,0.0,normal
2011-01-01,1,-0.966105579208667,-14.776204511509533,14.005830865666427,1.966105579208667,5800.676138744972,0.2451339868445225,False,0.0,normal
2012-01-01,2,0.46716315922681206,-14.548477563004733,14.504982873657685,1.532836840773188,104.4762357297048,0.18873745790291818,False,0.0,normal
2013-01-01,1,2.261055669273452,-12.691420841324073,16.563703744831606,-1.261055669273452,-38.67016687741517,-0.17493022874242475,False,0.0,normal
2015-01-01,3,4.9169707758432075,-9.427711286073674,18.636410668899845,-1.9169707758432075,-32.397840862582704,-0.26030757543139044,False,0.0,normal
2017-01-01,3,8.987895915756637,-5.566626300026518,23.408962891585563,-5.987895915756637,-59.951524988464215,-0.7902005197071785,False,0.0,normal
2018-01-01,8,10.001963841114764,-4.898442975769252,23.95121117531805,-2.0019638411147636,-18.196422657138243,-0.27137071809599045,False,0.0,normal
2019-01-01,1,10.800047131418134,-3.8271332162321112,24.555708366132855,-9.800047131418134,-83.05091515545804,-1.2864100942547352,False,0.0,normal
2021-01-01,2,15.714736162821703,1.2638518047956622,30.595395775866972,-13.714736162821703,-82.05176575462289,-1.7959665281071844,False,0.0,normal
2022-01-01,29,16.308557765465082,2.39787037263435,30.692398313628317,12.691442234534918,73.32466636739389,1.6411999972258187,False,0.0,normal
2023-01-01,19,16.683123486963176,1.8533962063627787,30.829650657358854,2.3168765130368243,13.10219042888511,0.2907921693225532,False,0.0,normal
2025-01-01,31,22.441576409544602,7.8783219652335905,37.029926058644826,8.558423590455398,36.509590656073385,1.1032246371324628,False,0.0,normal
