ds,y,yhat,yhat_lower,yhat_upper,residual,residual_pct,z_score,is_anomaly,severity,anomaly_type
2020-01-01,217,224.37516406086323,209.05272579280566,239.82652349453542,-7.375164060863227,-3.272394317091453,-0.8620755091045832,False,0.0,normal
2021-01-01,219,212.8277886036554,197.4643674133698,227.10374125337125,6.172211396344608,2.8865338021080267,0.7433628405577736,False,0.0,normal
2022-01-01,229,232.4803264195282,217.3884787065777,246.87133503947982,-3.480326419528211,-1.49062941315004,-0.40051587086625057,False,0.0,normal
2023-01-01,209,200.68522420358963,185.9561617054892,215.56761835101094,8.314775796410373,4.122649950805065,0.9972684819384287,False,0.0,normal
2024-01-01,142,134.8065274325875,120.04012541616294,148.9771505699741,7.193472567412499,5.296853327601091,0.8643878947634687,False,0.0,normal
2025-01-01,107,118.42858245779178,104.11358949889069,133.76422734861967,-11.428582457791777,-9.569386341691567,-1.3424278372888372,False,0.0,normal
